2023-05-21 23:44:24,733 DEBUG   HandlerThread:51679 [system_info.py:probe():195] Probing system
2023-05-21 23:44:24,734 DEBUG   HandlerThread:51679 [system_info.py:_probe_git():180] Probing git
2023-05-21 23:44:24,738 DEBUG   HandlerThread:51679 [system_info.py:_probe_git():188] Probing git done
2023-05-21 23:44:24,738 DEBUG   HandlerThread:51679 [system_info.py:probe():240] Probing system done
2023-05-21 23:44:24,738 DEBUG   HandlerThread:51679 [system_monitor.py:probe():210] {'os': 'Linux-6.2.6-76060206-generic-x86_64-with-glibc2.35', 'python': '3.10.6', 'heartbeatAt': '2023-05-22T03:44:24.733533', 'startedAt': '2023-05-22T03:44:24.357260', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandbLogger.py', 'codePath': 'src/helpersPY/wandbLogger.py', 'git': {'remote': 'https://github.com/ArtVandelay-Architect/taxyai-browser-extension.git', 'commit': '956e92d3fc662c2deb93b18fdbd4c70409e61dd7'}, 'email': 'zixinlukeli@foxmail.com', 'root': '/home/lukeli/Documents/Codes/taxyai-browser-extension', 'host': 'lukesmegapc', 'username': 'lukeli', 'executable': '/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2519.49725, 'min': 800.0, 'max': 5600.0}, 'cpu_freq_per_core': [{'current': 4195.291, 'min': 800.0, 'max': 5600.0}, {'current': 2500.0, 'min': 800.0, 'max': 5600.0}, {'current': 1624.569, 'min': 800.0, 'max': 5600.0}, {'current': 4195.398, 'min': 800.0, 'max': 5600.0}, {'current': 1085.687, 'min': 800.0, 'max': 5600.0}, {'current': 2500.0, 'min': 800.0, 'max': 5600.0}, {'current': 2312.545, 'min': 800.0, 'max': 5600.0}, {'current': 2500.0, 'min': 800.0, 'max': 5600.0}, {'current': 800.244, 'min': 800.0, 'max': 5600.0}, {'current': 2500.0, 'min': 800.0, 'max': 5600.0}, {'current': 3520.233, 'min': 800.0, 'max': 5600.0}, {'current': 2500.0, 'min': 800.0, 'max': 5600.0}], 'disk': {'total': 1823.8397521972656, 'used': 542.1441116333008}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 15.471542358398438}}
2023-05-21 23:44:24,738 INFO    HandlerThread:51679 [system_monitor.py:probe():211] Finished collecting system info
2023-05-21 23:44:24,738 INFO    HandlerThread:51679 [system_monitor.py:probe():214] Publishing system info
2023-05-21 23:44:24,738 DEBUG   HandlerThread:51679 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-21 23:44:24,738 DEBUG   HandlerThread:51679 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-21 23:44:24,739 INFO    HandlerThread:51679 [system_monitor.py:probe():216] Finished publishing system info
2023-05-21 23:44:24,740 DEBUG   SenderThread:51679 [sender.py:send():375] send: files
2023-05-21 23:44:24,740 INFO    SenderThread:51679 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-21 23:44:24,742 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: stop_status
2023-05-21 23:44:24,743 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: stop_status
2023-05-21 23:44:24,864 DEBUG   SenderThread:51679 [sender.py:send():375] send: telemetry
2023-05-21 23:44:24,864 DEBUG   SenderThread:51679 [sender.py:send():375] send: exit
2023-05-21 23:44:24,864 INFO    SenderThread:51679 [sender.py:send_exit():598] handling exit code: 0
2023-05-21 23:44:24,864 INFO    SenderThread:51679 [sender.py:send_exit():600] handling runtime: 0
2023-05-21 23:44:24,865 INFO    SenderThread:51679 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-21 23:44:24,865 INFO    SenderThread:51679 [sender.py:send_exit():606] send defer
2023-05-21 23:44:24,865 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,865 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 0
2023-05-21 23:44:24,865 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,865 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 0
2023-05-21 23:44:24,865 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 1
2023-05-21 23:44:24,865 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,865 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 1
2023-05-21 23:44:24,865 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,865 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 1
2023-05-21 23:44:24,866 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 2
2023-05-21 23:44:24,866 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,866 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 2
2023-05-21 23:44:24,866 INFO    HandlerThread:51679 [system_monitor.py:finish():190] Stopping system monitor
2023-05-21 23:44:24,866 INFO    HandlerThread:51679 [interfaces.py:finish():202] Joined cpu monitor
2023-05-21 23:44:24,866 INFO    HandlerThread:51679 [interfaces.py:finish():202] Joined disk monitor
2023-05-21 23:44:24,866 DEBUG   SystemMonitor:51679 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-05-21 23:44:24,866 DEBUG   SystemMonitor:51679 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-05-21 23:44:24,866 DEBUG   SystemMonitor:51679 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-05-21 23:44:24,889 INFO    HandlerThread:51679 [interfaces.py:finish():202] Joined gpu monitor
2023-05-21 23:44:24,889 INFO    HandlerThread:51679 [interfaces.py:finish():202] Joined memory monitor
2023-05-21 23:44:24,889 INFO    HandlerThread:51679 [interfaces.py:finish():202] Joined network monitor
2023-05-21 23:44:24,889 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,889 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 2
2023-05-21 23:44:24,889 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 3
2023-05-21 23:44:24,889 DEBUG   SenderThread:51679 [sender.py:send():375] send: stats
2023-05-21 23:44:24,890 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,890 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 3
2023-05-21 23:44:24,890 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,890 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 3
2023-05-21 23:44:24,890 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 4
2023-05-21 23:44:24,890 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,890 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 4
2023-05-21 23:44:24,890 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,890 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 4
2023-05-21 23:44:24,890 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 5
2023-05-21 23:44:24,890 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,890 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 5
2023-05-21 23:44:24,890 DEBUG   SenderThread:51679 [sender.py:send():375] send: summary
2023-05-21 23:44:24,891 INFO    SenderThread:51679 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-21 23:44:24,891 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,891 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 5
2023-05-21 23:44:24,891 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 6
2023-05-21 23:44:24,891 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,891 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 6
2023-05-21 23:44:24,891 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,891 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 6
2023-05-21 23:44:24,894 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: status_report
2023-05-21 23:44:24,989 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 7
2023-05-21 23:44:24,989 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,989 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 7
2023-05-21 23:44:24,990 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,990 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 7
2023-05-21 23:44:24,990 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 8
2023-05-21 23:44:24,990 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:24,990 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 8
2023-05-21 23:44:24,990 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:24,990 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 8
2023-05-21 23:44:25,001 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 9
2023-05-21 23:44:25,001 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:25,001 DEBUG   SenderThread:51679 [sender.py:send():375] send: artifact
2023-05-21 23:44:25,001 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 9
2023-05-21 23:44:25,093 INFO    wandb-upload_0:51679 [upload_job.py:push():137] Uploaded file /tmp/tmplszikcvlwandb/c155mdfw-wandb-metadata.json
2023-05-21 23:44:25,628 INFO    Thread-12 :51679 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/config.yaml
2023-05-21 23:44:25,628 INFO    Thread-12 :51679 [dir_watcher.py:_on_file_created():278] file/dir created: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/requirements.txt
2023-05-21 23:44:25,629 INFO    Thread-12 :51679 [dir_watcher.py:_on_file_created():278] file/dir created: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/wandb-metadata.json
2023-05-21 23:44:25,629 INFO    Thread-12 :51679 [dir_watcher.py:_on_file_created():278] file/dir created: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/wandb-summary.json
2023-05-21 23:44:25,785 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: poll_exit
2023-05-21 23:44:26,012 INFO    wandb-upload_1:51679 [upload_job.py:push():95] Uploaded file /home/lukeli/.local/share/wandb/artifacts/staging/tmp_bi6u832
2023-05-21 23:44:26,012 INFO    wandb-upload_0:51679 [upload_job.py:push():95] Uploaded file /home/lukeli/.local/share/wandb/artifacts/staging/tmppdi0grwk
2023-05-21 23:44:26,827 INFO    SenderThread:51679 [sender.py:send_artifact():1474] sent artifact job-https___github.com_ArtVandelay-Architect_taxyai-browser-extension.git_src_helpersPY_wandbLogger.py - {'id': 'QXJ0aWZhY3Q6NDYxOTQ3OTc2', 'digest': '6e27cb91bbfb163ec54bde08717eaf67', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjcwOTAwMzEy', 'latestArtifact': None}, 'version': 'latest'}
2023-05-21 23:44:26,827 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:26,827 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 9
2023-05-21 23:44:26,827 INFO    SenderThread:51679 [dir_watcher.py:finish():365] shutting down directory watcher
2023-05-21 23:44:27,631 INFO    SenderThread:51679 [dir_watcher.py:finish():395] scan: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files
2023-05-21 23:44:27,631 INFO    SenderThread:51679 [dir_watcher.py:finish():409] scan save: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/wandb-metadata.json wandb-metadata.json
2023-05-21 23:44:27,631 INFO    SenderThread:51679 [dir_watcher.py:finish():409] scan save: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/wandb-summary.json wandb-summary.json
2023-05-21 23:44:27,631 INFO    SenderThread:51679 [dir_watcher.py:finish():409] scan save: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/requirements.txt requirements.txt
2023-05-21 23:44:27,632 INFO    SenderThread:51679 [dir_watcher.py:finish():409] scan save: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/config.yaml config.yaml
2023-05-21 23:44:27,637 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 10
2023-05-21 23:44:27,638 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: poll_exit
2023-05-21 23:44:27,638 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:27,649 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 10
2023-05-21 23:44:27,650 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:27,650 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 10
2023-05-21 23:44:27,650 INFO    SenderThread:51679 [file_pusher.py:finish():167] shutting down file pusher
2023-05-21 23:44:27,958 INFO    wandb-upload_2:51679 [upload_job.py:push():137] Uploaded file /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/requirements.txt
2023-05-21 23:44:28,121 INFO    wandb-upload_1:51679 [upload_job.py:push():137] Uploaded file /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/wandb-summary.json
2023-05-21 23:44:28,152 INFO    wandb-upload_0:51679 [upload_job.py:push():137] Uploaded file /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/files/config.yaml
2023-05-21 23:44:28,352 INFO    Thread-11 (_thread_body):51679 [sender.py:transition_state():626] send defer: 11
2023-05-21 23:44:28,353 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:28,353 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 11
2023-05-21 23:44:28,353 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:28,353 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 11
2023-05-21 23:44:28,353 INFO    SenderThread:51679 [file_pusher.py:join():172] waiting for file pusher
2023-05-21 23:44:28,353 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 12
2023-05-21 23:44:28,353 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:28,353 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 12
2023-05-21 23:44:28,353 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:28,353 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 12
2023-05-21 23:44:28,426 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 13
2023-05-21 23:44:28,427 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:28,427 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 13
2023-05-21 23:44:28,428 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:28,428 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 13
2023-05-21 23:44:28,428 INFO    SenderThread:51679 [sender.py:transition_state():626] send defer: 14
2023-05-21 23:44:28,429 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: defer
2023-05-21 23:44:28,429 INFO    HandlerThread:51679 [handler.py:handle_request_defer():170] handle defer: 14
2023-05-21 23:44:28,430 DEBUG   SenderThread:51679 [sender.py:send():375] send: final
2023-05-21 23:44:28,430 DEBUG   SenderThread:51679 [sender.py:send():375] send: footer
2023-05-21 23:44:28,430 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: defer
2023-05-21 23:44:28,430 INFO    SenderThread:51679 [sender.py:send_request_defer():622] handle sender defer: 14
2023-05-21 23:44:28,431 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: poll_exit
2023-05-21 23:44:28,432 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: poll_exit
2023-05-21 23:44:28,433 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: server_info
2023-05-21 23:44:28,434 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: get_summary
2023-05-21 23:44:28,434 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: sampled_history
2023-05-21 23:44:28,435 DEBUG   SenderThread:51679 [sender.py:send_request():402] send_request: server_info
2023-05-21 23:44:28,484 INFO    MainThread:51679 [wandb_run.py:_footer_history_summary_info():3469] rendering history
2023-05-21 23:44:28,484 INFO    MainThread:51679 [wandb_run.py:_footer_history_summary_info():3501] rendering summary
2023-05-21 23:44:28,484 INFO    MainThread:51679 [wandb_run.py:_footer_sync_info():3428] logging synced files
2023-05-21 23:44:28,485 DEBUG   HandlerThread:51679 [handler.py:handle_request():144] handle_request: shutdown
2023-05-21 23:44:28,485 INFO    HandlerThread:51679 [handler.py:finish():842] shutting down handler
2023-05-21 23:44:29,434 INFO    WriterThread:51679 [datastore.py:close():298] close: /home/lukeli/Documents/Codes/taxyai-browser-extension/src/helpersPY/wandb/run-20230521_234424-hx48gvw0/run-hx48gvw0.wandb
2023-05-21 23:44:29,484 INFO    SenderThread:51679 [sender.py:finish():1550] shutting down sender
2023-05-21 23:44:29,484 INFO    SenderThread:51679 [file_pusher.py:finish():167] shutting down file pusher
2023-05-21 23:44:29,484 INFO    SenderThread:51679 [file_pusher.py:join():172] waiting for file pusher
